,text
1365,"Today on https://t.co/iHnOFSS4AR: £2.7bn plan to revolutionise East Midlands links to #HS2 hub station, @BombardierRail train interior ideas compatible with social distancing, new @TfL commissioner, face masks for @ScotRail passengers, and @EurostarUK staff share language skills."
1366,"Also featuring: Vital infrastructure must be ready for the future, finds Commission, global reach and local presence with @TVSSCS, New Zealand orders for @mechanuk, calls for commitment for #HS2 East, and @ZipaboutHQ helping to get Britain moving. https://t.co/hL4JwSjAa8"
1367,#HS2 is all about the 3Cs. A low CARBON #transport network. More CAPACITY across the country’s #rail network. Better CONNECTIVITY in the #Midlands and #North helping rebalance the #economy. Find out more: https://t.co/hkYLZUQ8gA https://t.co/qIlcpdImog
1371,Join @VGCGroup for a #HS2 #recruitment webinar tomorrow (29/5) at 12:30. Career opps from #Birmingham to #Euston. Please download the MS teams app to login\n\nhttps://t.co/IvFi9Avhyk\n \n#infrastructure #civilconstruction #recruiting  #civilworks #trades #labour #CSCS #CPCS
1374,A £2.7bn #transport plan to provide frequent connections to the #HS2 #EastMidlands Hub station at Toton has been published https://t.co/Yr727kvOoZ
1375,A £2.7bn #transport plan to provide frequent connections to the #HS2 #EastMidlands Hub station at Toton has been published https://t.co/7L1AGaRNCc \n\n#infrastructure
1378,"Huge 'super-hub' HS2 and Crossrail station has been approved for Old Oak Common\n\nIt will be a connecting hub for the Elizabeth Line, Heathrow Express and trains to Wales and the west of England\n\nhttps://t.co/SHH8AlLAnd\n\n#WestLondon #CrossRail #HS2"
1379,"Not a bad place to start. Doing what they can, listening, trying to do the right thing and offer greener, cleaner travel, better connectivity, more capacity. \n#HS2 https://t.co/mB8bSJG1mo"
1380,Thanks to @LBC for having me on just now to talk about the exciting @MidsConnect Access to Toton report being launched this morning. #HS2 unlocks so many opportunities for the East Mids. A really good piece of work and great to see the traction it’s getting @EMChamberNews
1381,"I think the @mountsorrelrail sets a great example of what can be done if a community get together and actually _do_ something about reopening an old railway line. OK, it's not #HS2, but the track is there and usable and it hasn't cost the GDP of a small nation."
1384,"Just had a read of @MidsConnect new report on preparing 'Access to Toton' for #HS2, which will see some big improvements in connectivity across the East Midlands. 👍 https://t.co/CMukehMQb5"
1388,Join our #recruitment webinar tomorrow (Fri 29 May at 12:30) to find out about future opportunities on #HS2 #CSCS #ConstructionCareers\nhttps://t.co/e16prgAVcb https://t.co/e2hmAjrLqr
1391,#NorthEast company @CleveBridgeUK is delivering for HS2. The #Darlington engineers have produced 24 huge steel girders for the first bridges to be built on the HS2 project. The bridges will span the #M42 near the #HS2 Interchange station. Learn more: https://t.co/WOJ5lLOehE https://t.co/YYh4eHWXVy
1392,Interested in taking your career to one of the largest projects in Europe? Click here to view our roles...\n ▶ https://t.co/PhqOVXfzaT\n\n#constructionjobs #engineeringjobs #hs2 #highspeed2 https://t.co/hdZvLB9VrF https://t.co/HHdP1dkfbW
1393,£2.7bn TRANSPORT PLAN TO REVOLUTIONISE D2N2 REGION'S LINKS TO HS2 AT TOTON\nRead More: https://t.co/dk65epxLyY\n\nToton proposed as one of two HS2 stations in the D2N2 Region.\n\n@MidsConnect | #HS2 https://t.co/76siA8gRsC
1394,Find out about future opportunities with @VGCjobs on #HS2 - join our #recruitment webinar tomorrow at 12:30. (You'll need to download the MS Teams app to watch live - we'll share it on our YouTube channel afterwards.) Here's the link https://t.co/ztXF0rkPBV https://t.co/DSOBSgQIKl
1395,Council leaders are calling on the government to commit to #Leeds leg of #HS2 at the same time as the #Manchester to #Liverpool route. https://t.co/GCXtCY1Jm2
1397,Fantastic to see great British firms like @CleveBridgeUK in Darlington hard at work helping build #HS2. 9000 jobs already created – vital that the backbone of our country’s transport creates huge opportunities for businesses right across the UK. https://t.co/VHryVG5Ptl
1398,"A busy, pro #HS2 start to the week, contributing to @BBCr4today piece on the project’s green credentials &amp; then live with @NickFerrariLBC stating how the project is more key than ever post #COVID19 &amp; why protests against are misplaced #HS2Alltheway \n\nhttps://t.co/GGelBcRSxe"
1399,Transport | A £2.7bn transport plan to link towns and cities across the #EastMidlands with High Speed 2 is to be launched today #HS2 https://t.co/8RWb21IYaT
1400,"A £2.7 billion #transport network plan which aims to revolutionise East Midlands links to the #HS2 hub station has been unveiled by a group of councils, transport bodies and East Midlands Airport (EMA). @MidsConnect https://t.co/E6yF9z7wLb"
1402,"Join ops manager Chris O'Sullivan and accounts manager Ciaran Alstowe for a #recruitment webinar tomorrow at 12:30pm, discussing future #job opportunities on #HS2 with VGC @VGCjobs. Please download #MSTeams beforehand, then go to this link https://t.co/ztXF0rkPBV https://t.co/b4SE3mmGP3"
1403,Two-thirds of the #HS2 supply chain are small and medium sized businesses and HS2 is committed to ensuring that cash flows quickly to them and their employees during the pandemic through our faster payments scheme. Learn more: https://t.co/EYELMmG4jV https://t.co/M5VQcgMofw
1409,£2.7bn TRANSPORT PLAN TO REVOLUTIONISE D2N2 REGION'S LINKS TO HS2 AT TOTON\nRead More: https://t.co/dk65epgaao\n\nToton proposed as one of two HS2 stations in the D2N2 Region.\n\n@MidsConnect | #HS2 https://t.co/HP7QqQJTk9
1411,"Great opportunity to discuss #construction at #HS2 with @VGCGroup another CCATF @ccatfapprentice member and a great company to work for, supporting up-skilling, training and #apprenticeships https://t.co/6oJJV7hY62"
1412,£2.7 billion plan unveiled for East Midlands transport hub network #hs2 #rapidtransport #publictransport https://t.co/bSMrpeDqNN https://t.co/3eMDAfH3Ew
1413,East Midlands HS2 links to be revolutionised with £2.7bn hub station at Toton. \n\n#HS2 #Midlands #Train #Station #Infrastructure #Construction  \n@MidlandsConnect  \nhttps://t.co/a4iJhhGwJL
1414,Well worth exploring any potential business opportunities by signing up to this webinar... #business #contracts #c&amp;w #opportunities #HS2 #SMEs https://t.co/M3wgnoPmA7
1415,"Chris and Ciaran will be running tomorrow's #recruitment webinar (Fri 29May), discussing future opportunities on #HS2 with VGC. If you're on a mobile device you'll need to download MS Teams to watch live, then at 12.30pm go to https://t.co/ztXF0rkPBV https://t.co/b12JVAAxW6"
1416,Post the #Coronavirus #crisis there is a need for a full #Parliamentary #HS2 review; we have learned in the last few weeks that the daily commute is no longer required. The need to arrive at the office 30 mins quicker is  unnecessary in this new digital work from home future. @FT
1419,£2.7bn TRANSPORT PLAN TO REVOLUTIONISE D2N2 REGION'S LINKS TO HS2 AT TOTON\nRead More: https://t.co/dk65epxLyY\n\nToton proposed as one of two HS2 stations in the D2N2 Region.\n\n@MidsConnect | #HS2 https://t.co/5eA0LDTjj4
1420,Join our #recruitment webinar tomorrow lunchtime (Fri 29 May at 12:30) to find out about future opportunities on #HS2 #CSCS #ConstructionCareers\nhttps://t.co/e16prgAVcb https://t.co/VP0ZoETXhg
1424,"The flexibility, knowledge and innovation that SME's can offer are vital to to successful delivery of HS2 \n\n'For every pound currently spent on rail, over £2.20 of income is generated in the wider economy' 🤗\n\nhttps://t.co/0qGzku3cTT\n\n#hs2 #Highspeed @MonicaBarbosa87 @XrailGroup https://t.co/qydnYyAu7m"
1427,"A prime example of why #HS2 is important- to rebalance the UK’s economy and social infrastructure.  A catalyst for investment to improve the prospects for a long-neglected, under-invested region   #Toton sidings in line to become £2.7bn HS2 mega-station\n\nhttps://t.co/b9TZDNuFRp"
1434,Would that not require significant investment in our #Railways though (especially when it comes to High Speed Rail)? After all there are no concrete plans to extend #HS2 to NE (Which would open up the region to WfH types) for example. https://t.co/K8Bl5A4pPH
1435,"HS^2 Spoilers!\n\n""The whole affair was... short. Purely physical, and nothing more.""\n\n#hs2 #nsfw #homesmut #nsfwart #rosejade #jaderose #homestucknsfw https://t.co/1j3MCoyMfB"
1436,Ok so here’s my lineup probably gonna use this for screen cap redraws soon..might change up some tho I’m only locked on the top few  #homestuck #KillingEve #hs2 https://t.co/0cuiVpKk1B
1437,"#EU helps 'its own'. I bet £5bn to #BritishAirways would be met by lots of ""delays, inquiries"" etc. BUT cutting short domestic flights is the way forward environmentally for all of us in UK ASAFP linked to #HS2 ,3,4,5,6,7,8,9 being built using our mass unemployment NOW NOW, https://t.co/kAbHWzzAj8"
1438,#CurzonStreet #Train station has landed #planning permission from @BhamCityCouncil @HS2ltd #HS2 #TrainStation #Transport #Trains #NetZero https://t.co/U9m16Nwiui https://t.co/s5dshj3bwB
1440,Jim Steer: Why the North needs High Speed Rail now\nhttps://t.co/LNEOelfgZw\n@JayMitchinson @IanDayPix @RobParsonsYP @henrimurison @NP_Partnership @tomriordan @kersten_england @HSRailGroup @HSRail #HS2 \nWhat's your view? Email letters to yp.editor@ypn.co.uk
1446,"HS2 bosses mull changes to trains and stations https://t.co/8nmJORaqRu ...with a potential 27pc drop in rail use according to a poll by transport consultants Systra, as commuters choose to work from home: #HS2 passenger forecasts &amp; impact on BC should be revisited. @CommonsTrans"
1448,Daily #construction &amp; #engineering briefing: \n- Polcevera Viaduct bosses explain how they are finishing the job https://t.co/XXadLhTdWW\n- #Manchester 'super hub' to connect #HS2 and #NPR https://t.co/7iLNsvhd4x\n- #HS2 begins search for £2bn track suppliers https://t.co/rsN5kzBQdZ
1449,"Achieving #NetZero does indeed mean #ModalShiftToRail - and a substantial shift too. \n\nSo investing in increased railway capacity is vital, for both passengers &amp; freight:\n* new lines like #HS2 and #HS3 / NPR\n* existing lines;\n* selected #BeechingReopenings like @PeaksDalesRail https://t.co/DWU1xNg2W7 https://t.co/lfNR7moQId"
1453,"As an enthusiastic supporter of #HS2, I believe there’s no longer a business case for it. Instead money should go into a massive regen by #NetworkRail on existing stations &amp; trains, and straightening out bottleneck tracks &amp; providing priority ‘overtaking’ tracks."
1454,Manchester Piccadilly ‘super hub’ proposed 🚄\n\nhttps://t.co/Oem6fLgHPc\n\n@NPHinfo @HS2ltd @greengauge21 @NetworkRailMAN @OfficialTfGM #RailNews #HS2 #NPR https://t.co/b9c2Yv18DH
1458,#HS2 has officially launched its search for specialist #contractors to deliver the project's 280km high-speed #railway #track https://t.co/o1Coj72SzB
1461,"Railway headlines: Health fears may force #HS2 into a station design rethink, development consent for West Midlands Interchange, #HyDrive milestone, and disruption to trains after the discovery of a possible World War Two unexploded device. Listen here: https://t.co/5uQqEL6jxs"
1468,High Speed North | A #Manchester Piccadilly “super hub” has been proposed by @greengauge21 as part of the High Speed North rail project to connect #HS2 with #NPR https://t.co/7iLNsvhd4x
1471,"We cannot wait until 2040's for improved transport networks in the #North \n\n#NPR has become intertwined with #HS2 Phase 2b, inc timescales, uncertainties and risks. Taken together, these projects cannot be expected before the 2040s. This is just too late\n\nhttps://t.co/bNkHSmrEXr"
1472,"Now that we all know how to use Zoom the business case, such as it was, for #HS2 is completely shot.\nHigh Speed Broadband would be good.\nTurn HS2 into HSB."
1477,#JobAlert  Are you looking for role as a Managing #QuantitySurveyor or #SeniorQuantitySurveyor on a #HS2 project?\n\nDo you want to work for a contractor that will give you #autonomy and responsibility in managing a major portfolio of work? #ukjobs #jobs https://t.co/nT4HMEHGy5 https://t.co/i3gOXq7vrY
1478,"It’s great to see that we’ve already spurred a lot of impassioned but respectful debate about #HS2. Here’s 👇 a quick reminder about our approach to engaging with other Greens. Let’s keep this debate dignified, whichever side of it you’re on. 💚 https://t.co/Y0tOb1QzNZ"
1479,#CurzonStreet #Train station has landed #planning permission from @BhamCityCouncil  @HS2ltd  #HS2 #TrainStation #Transport #Trains #NetZero https://t.co/U9m16Nwiui https://t.co/w3Jl1evORO
1480,"A #hs2 report commissioned by Greengauge 21, and co-written by Jim Steer.   \n\nSo Jim has, um, 'commissioned' himself. \n\nhttps://t.co/SEtxyKA6jW"
